5;Što je zahtjev i kako do njega dolazimo u inženjerstvo zahtjeva?;Zahtjev je stanje ili sposobnost koje je programski sustav treba posjedovati kako bi pomogao njegovom korisniku u rješavanju problema i/ili dostizanju ciljeva. U inženjerstvu zahtjeva različiti korisnici mogu predlagati zahtjeve, iako se najčešće za funkcionalne zahtjeve konzultira krajnji korisnik. Inženjerstvo zahtjeva je pri tome iterativan i kooperativan proces analize, dokumentiranja rezultata analize te kontinuirane provjere ispravnosti razumijevanja postignutog tim radnjama, koji rezultate opisuje u dokumentu specifikacija zahtjeva (eng. Requirement specification).;https://www.youtube.com/watch?v=jb0rpHb6gE0
5;Koje karakteristike moraju imati dobro specificirani zahtjevi?;Dobro specificirani zahtjevi moraju biti točni, potpuni (sadržavati sve potrebne zahtjeve), konzistentni (međusobno usklađeni, nema kontradikcije), koncizni (nema duplikata), prioretizirani (definirani prema važnosti), jednostavno provjerljivi, modularni (kako bi se jednostavnije mijenjali i prilagođavali) te sljedivi (prema drugim dokumentima), a ne smiju biti dvoznačni ili višeznačni.;https://www.youtube.com/watch?v=Z9mKgHbfPpE
5;Je li sljedeći zahtjev dobro specificiran: „Sustav treba pohraniti sve važne korisničke informacije“. Obrazložiti odgovor.;Navedeni primjer nije dobro specificiran. Nejasan je, ne zna se koje korisničke informacije su važne, nije provjerljiv niti jednoznačan.;https://www.youtube.com/watch?v=jb0rpHb6gE0
5;Je li sljedeći zahtjev dobro specificiran: „Sustav treba biti dostupan 24 sata na dan, 7 dana u tjednu.“ Obrazložiti odgovor.;Navedeni primjer je dobro specificirani zahtjev iako se ne tiče funkcionalnosti. Sve potrebne informacije su navedene, provjerljiv je, jednoznačan, razumljiv, tehnički izvediv i ne predefinira implementaciju.;https://www.youtube.com/watch?v=jb0rpHb6gE0
5;Za što je sve specifikacija zahtjeva važna?;Specifikacija zahtjeva definira koje će zahtjeve programski sustav zadovoljavati, a koristi se za kao osnova pri sklapanju ugovora sa naručiteljem, kao ulaz u fazu dizajna tehničke solucije, ulaz za specifikaciju testnih slučaja, te kao važna dokumentacija za inženjere koji vrše validaciju sustava, menadžere i sl.;https://www.youtube.com/watch?v=jb0rpHb6gE0
5;Navedi osnovne faze procesa inženjerstva zahtjeva i skiciraj okvir tog procesa.;U procesu inženjerstva zahtjeva možemo razlikovati tri osnovne faze: pronalaženje i analiza zahtjeva (eng. Req. Elicitation), dokumentiranje zahtjeva (eng. Req. specification) te provjera zahtjeva (eng. Req. Validation and verification).;https://www.youtube.com/watch?v=Z9mKgHbfPpE
5;Što je cilj i na koje se probleme nailazi u pronalaženju zahtjeva?;Cilj pronalaženja zahtjeva je pronaći točne i potpune zahtjeve. Problemi, na koje se pri tome nailazi, su (i) da znanja iz neke domene se obično podrazumijevaju i neka neformalna znanja koja je teško dohvatiti (gdje do izražaja može doći socijalna i spoznajna sposobnost analitičara), (ii) zahtjevi su često kompleksni i postoji velik broj mogućnosti koje se može izvesti programskim proizvodom, a korisnik rijeko uspije iz prvog pokušaja sagledati sve aspekte svojih želja te (iii) teško je nositi se s razvojem okoline, tj. osigurati perspektivne zahtjeve koji će služiti i u budućnosti;https://www.youtube.com/watch?v=Z9mKgHbfPpE
5;Opiši različite korisnike dokumenta specifikacije zahtjeva te što je svakome od njih važno.;Specifikacija zahtjeva je korištena od strane: a. Završnih korisnika (eng. Customers), koji bi trebali provjeriti da opisani sustav odgovara njihovim potrebama. Za korisnike, zahtjevi trebaju biti jednostavni i razumljivi, sa minimalnim žargonom, kako bi imali “čistu” komunikaciju. b. Dizajnera, koji trebaju izraditi dizajn sustava koji je opisan kroz zahtjeve. Zahtjevi moraju biti cjeloviti, jasni i što točniji kako bi se iz njih mogao razviti točan dizajn. Također, trebali bi identificirati sva ograničenja sustava kako bi ih dizajn mogao inkorporirati c. Testera, koji trebaju izraditi testne skripte. Zahtjevi trebaju biti što precizniji, kako bi se mogle definirati konkretne ulazne i izlazne vrijednosti za testne slučajeve. d. Dokumentacije, koja bi trebala sadržavati i korisničke upute proizašle iz zahtjeva. Kao i za same korisnike, dokumentacija također zahtjeva jasne zahtjeve koji prenose sve opcije sustava.;https://www.youtube.com/watch?v=jb0rpHb6gE0
5;Nabroji i opiši tehnike ispitivanja korisnika koje se koriste u pronalasku i analizi zahtjeva? Koje od navedenih tehnike služe za planiranje budućeg razvoja?;Tehnike ispitivanja koje se koriste u pronalasku zahtjeva su intervju, brainstorm, upitnici (questionariee) te Delphi tehnika, tehinka analize zadataka (Task analysis) i tehnika analize zasnovane na scenarijima (Scenario based analysis).  Intervju, brainstorm i upitnici se uglavnom svode na ispitivanje korisnika i njegova očekivanja od sustava o Osnovni problemi ovakvih tehnika su da korisnici često predvide svoja ograničenja i predrasude  Delphi je iterativna tehnika gdje korisnici izmjenjuju informacije u pisanoj formi dok god se ne postigne sporazum  Tehinka analize zadataka (Task analysis) se temelji na dekompoziciji niza zadataka koje korisnici izvode u svom poslu  Tehnika analize zasnovane na scenarijima (Scenario based analysis) se ne fokusira na zadatke već na slijed zadatka o Svaki scenarij objašnjava kako se slijed zadatka izvodi o tehnika se obično koristi u objektno orijentiranim analizama i dizajn metodama (Use Case analysis) Od navedenih tehnika brainstorm tehnika se primjenjuje za planiranje budućeg razvoja, a tehnika analize zasnovana na scenarijima se može koristiti i za modeliranje trenutnog i budućeg razvoja. Tehnika prototipova (Prototyping) je tehnika koja na osnovu inicijalnog skupa zahtjeva razvija prototip, na osnovu kojeg se dalje definiraju zahtjevi budućeg razvoja, a također uključuje korisnika.;https://www.youtube.com/watch?v=Z9mKgHbfPpE
5;Nabroji i opiši tehnike koje se koriste u pronalasku i analizi zahtjeva, a ne uključuju korisnika? Koje od navedenih tehnike služe za planiranje budućeg razvoja?;Tehnike za pronalazak i analizu zahtjeva, a ne uključuju korisnika, već informacije prikuplja iz znanja o domeni su: etnografija (Etnography), analiza formularima (Form analysis), opisi prirodnog jezika (Natural language descriptions), derivacija iz postojećih sustava (Derivation from an existing system) te redizajn poslovnog procesa (Business process redesign).  Etnografija je tehnika u kojoj se analizira kako grupa ljudi u stvarnosti radi, a ne kako je propisan poslovni process  Analiza formularima je tehnika u kojoj se informacije o domeni dobivaju iz raznih formulara koji se koriste u stvarnom procesu  Opisi prirodnog jezika je tehnika slična analizi formulara, samo što se informacije prikupljaju iz raznih opisnih dokumentacija primjerice operacijskih instrukcija i priručnika  Derivacija iz postojećih sustava je tehnika u kojoj se zahtjevi formuliraju tako da se analiza započne od nekog postojećeg sustava  redizajn poslovnog procesa je tehnika koja se koristi kada se želi potpuno izmijeniti i automatizirati poslovni model neke organizacije, koristi formalnu metodologiju, ne spada baš u skupinu tehnika pronalaženja i analize zahtjeva  Prototyping je tehnika koja na osnovu inicijalnog skupa zahtjeva razvija prototip, na osnovu kojeg se dalje definiraju zahtjevi;https://www.youtube.com/watch?v=Z9mKgHbfPpE
