7;Što je objekt i te koji su mu sastavni elementi?;Objekt je skup svojstava (atributa) i metoda koja možemo objediniti u logičku cjelinu, a koristimo ih za apstrakciju svijeta oko nas. Atributi su opći podaci unutar objekta koji sadrže opise i stanja nekog objekta te služe za razlikovanje objekata. Metode definiraju ponašanje objekta kojima se opisuje što objekt može činiti, a može se koristiti i opis ponašanja koji je definiran objektom iz neke druge klase.;
7;Što je klasa te koja je veza objekta i klase?;Klasa opisuje skup pravila koja propisuju od čega je objekt sagrađen, njegova svojstva i ponašanja. Svi objekti neke klase trebaju odgovarati opisu te klase. Na osnovu definicije klase mogu se izgraditi i održavati objekti, pri čemu vrijedi da je objekt konkretna realizacija klase.;
7;Što prikazuje dijagram klasa (eng. class diagram) te koje karakteristike opisuje?;"Dijagramom klas prikazuju se klase, od čega se sastoje i način na koji su klase objekta međusobno povezane koristeći se pritom:  Atributima – varijablama primitivnog tipa ili objektima složenijih klasa koji definiraju izgled i znanja klase objekta;  Operacijama – metodama koje definiraju interno ponašanje unutar objekta i eksterno ponašanje kojim se ostvaruje međudjelovanje s drugim objektima;  Stereotipovima – zajedničkim karakteristikama grupi objekata zbog kojeg ih odlučimo objediniti u apstraktnu kategoriju, odnosno klasu;  Svojstvima – kojom definiramo svrhu i status objekta u modelu;  Asocijacijom – interakcije među klasama određenog tipa kojom definiramo smjer, višestrukost, ulogu, ograničenja, klasu i refleksivnost veze koje objekt podržava;  Generalizacijom – objedinjavanje više klasa sukladno zajedničkim svojstvima, odnosno razlučivanje klasa sukladno njihovoj specijalizaciji čime se pojednostavljuje i olakšava implementaciju.";https://www.lucidchart.com/pages/uml-class-diagram
7;Kako definiramo veze (eng. associations) između objekata u dijagramu klasa?;Vezama se definira međudjelovanje između objekata različitih klasa, označavaju se linijama između klasa, a svakoj se pridodijeli: Ime (eng. association name) koje opisuje način međudjelovanja, Smjer strelicom u smjeru čitanja, Višestrukost (eng. association multiplicity) koja definira broj objekata koji mogu učestvovati u vezi, Uloge veza (eng. association roles) koje se koriste kada je teško definirati ulogu samo pomoću njezina imena, Ograničenja koja se definiraju unutar vitičastih zagrada, Klasa veze (eng. association class) koja definira podatke koji se prenose tom vezom. Jačina veze može biti određene kao asocijacija (slaba veza među klasama), agregacija (kada su objekti međusobno zavisni u međudjelovanju, odnosno kada se povezuju u kompleksniju cjelinu) ili kompozicija (koja podrazumijeva agregaciju i uvodi pravilo da svaki dio može biti član skupine samo dok ta skupina postoji jer samostalan nema smisla);
7;Za što se koristi te koji su osnovni elementi dijagrama sekvenci (eng. sequence diagram)?;Dijagram sekvenci se koristi za modeliranje dinamičke perspektive problema, odnosno o ponašanje objekata pri izvođenju operacija. Sastavni elementi su mu: životna linija objekta (eng. obeject lifeline) označena vertikalnom linijom koja predstavlja postojanje nekog objekta u određenom vremenu, poruka (eng. message) označena strelicom koja predstavlja komunikaciju između objekata i prenosi informaciju koja akcija slijedi te izvršenje slučaja (eng. activation box) označen visokim, tankim pravokutnikom koji prikazuje period vremena tokom kojeg objekt izvršava radnju. Same poruke pri tome mogu biti stimulativne, povratne, iterativne, a sadržavati broj sekvence, uvjete i komentare.;https://www.geeksforgeeks.org/unified-modeling-language-uml-sequence-diagrams/
7;Razlike u rezultatima benchmarkinga prema vrsti zadatka;Performanse jezika ovise o zadatku. Algoritamski zahtjevni zadaci bolje prolaze u jezicima poput C/C++ i Rusta zbog blizine hardveru. IO zadaci ovise o knjižnicama i asinkronom izvođenju, pa prednjače Go, Java i JavaScript. Kod konkurentnosti se ističu Go i Rust. Zaključno, nijedan jezik nije najbolji za sve – svaki ima specifične prednosti.;
7;Utjecaj tipa jezika, memorije i optimizacija na performanse;Kompajlirani jezici (npr. C) su brži jer se prevode u strojni kod, dok su interpretirani (npr. Python) sporiji. JIT (npr. Java) kombinira oba pristupa. Upravljanje memorijom utječe na performanse – garbage collector može usporiti, dok ručno upravljanje nudi veću kontrolu. Optimizacije kompajlera dodatno poboljšavaju brzinu.;
7;Uloga benchmarkinga i važni faktori za relevantnost;Benchmarking uspoređuje jezike mjerenjem brzine, memorije i CPU-a u različitim zadacima. Da bi bio relevantan, testovi moraju biti standardizirani, ponovljivi, uzimati u obzir hardver, optimizacije, knjižnice i runtime okruženja.;
8;Što je to enkapsulacija?;Enkapsulacija ili učahurivanje je jedan od temeljnih koncepata objektno orijentirane paradigme programiranja, a služi prikrivanju podataka s ciljem njihove zaštite i pojednostavljenja korištenja programiranih funkcionalnosti. Korisnici nekog objekta ne moraju znati sadržaj, tj. program unutar klase, već dobivaju usluge te klase preko definiranih sučelja, odnosno javnih metoda, a direktne izmjene vrijednosti između objekata se izbjegavaju. Implementacija klasa se skriva od korisnika pomoću pristupnih razina private i protected, a pristup odabranim skrivenim podacima omogućen je preko članskih metoda definiranih na public pristupnoj razini (get i set metode);
8;Koja je osnovna razlika između proceduralno orijentiranog programiranja i objektno orijentiranog programiranja?;Proceduralno orijentirani program izveden je kao skup funkcija, zbog čega je algoritamski pristup dominantan, a njegovo izvršavanje ostvaruje se funkcijom main iz koje se pozivaju sve ostale na izvršavanje. S druge strane, u objektno orijentiranim programskim jezicima, program se sastoji od skupa klasa iz kojih se instanciraju objekti prilikom izvođenja programa. Objekti se sastoje od podataka koji čine njegovo stanje i metoda kojima se ostvaruje njegovo djelovanje, a izvođenjem programa ostvaruje se komunikacija među objekatima;https://www.geeksforgeeks.org/difference-between-oop-and-pop/
